Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
"Apples, Fresh",2021,Imports,SN,Singapore,45000,(MT)
"Apples, Fresh",2021,Imports,SY,Syria,50000,(MT)
"Apples, Fresh",2021,Imports,TC,United Arab Emirates,175000,(MT)
"Apples, Fresh",2021,Imports,TH,Thailand,175000,(MT)
"Apples, Fresh",2021,Imports,TU,Turkey,1000,(MT)
"Apples, Fresh",2021,Imports,TW,Taiwan,120000,(MT)
"Apples, Fresh",2021,Imports,TX,Turkmenistan,40000,(MT)
"Apples, Fresh",2021,Imports,UK,United Kingdom,350000,(MT)
"Apples, Fresh",2021,Imports,UP,Ukraine,20000,(MT)
"Apples, Fresh",2021,Imports,US,United States,130000,(MT)
"Apples, Fresh",2021,Imports,UY,Uruguay,200,(MT)
"Apples, Fresh",2021,Imports,VE,Venezuela,3000,(MT)
"Apples, Fresh",2021,Imports,VM,Vietnam,280000,(MT)
"Apples, Fresh",2021,Imports,ZA,Zambia,8000,(MT)
"Apples, Fresh",2021,Production,AJ,Azerbaijan,292700,(MT)
"Apples, Fresh",2021,Production,AR,Argentina,570000,(MT)
"Apples, Fresh",2021,Production,AS,Australia,301800,(MT)
"Apples, Fresh",2021,Production,BO,Belarus,336700,(MT)
"Apples, Fresh",2021,Production,BR,Brazil,1223000,(MT)
"Apples, Fresh",2021,Production,CA,Canada,355000,(MT)
"Apples, Fresh",2021,Production,CH,China,45000000,(MT)
"Apples, Fresh",2021,Production,CI,Chile,1090000,(MT)
"Apples, Fresh",2021,Production,CO,Colombia,5100,(MT)
"Apples, Fresh",2021,Production,E4,European Union,11877050,(MT)
"Apples, Fresh",2021,Production,GT,Guatemala,25300,(MT)
"Apples, Fresh",2021,Production,IN,India,2300000,(MT)
"Apples, Fresh",2021,Production,IR,Iran,2241100,(MT)
"Apples, Fresh",2021,Production,JA,Japan,701600,(MT)
"Apples, Fresh",2021,Production,KG,Kyrgyzstan,151200,(MT)
"Apples, Fresh",2021,Production,KZ,Kazakhstan,216500,(MT)
"Apples, Fresh",2021,Production,MD,Moldova,610900,(MT)
"Apples, Fresh",2021,Production,MX,Mexico,779749,(MT)
"Apples, Fresh",2021,Production,NO,Norway,15600,(MT)
"Apples, Fresh",2021,Production,NZ,New Zealand,578000,(MT)
"Apples, Fresh",2021,Production,RB,Serbia,499600,(MT)
"Apples, Fresh",2021,Production,RS,Russia,1540000,(MT)
"Apples, Fresh",2021,Production,SF,South Africa,997000,(MT)
"Apples, Fresh",2021,Production,TU,Turkey,4286000,(MT)
"Apples, Fresh",2021,Production,TW,Taiwan,1000,(MT)
"Apples, Fresh",2021,Production,UP,Ukraine,1154000,(MT)
"Apples, Fresh",2021,Production,US,United States,4607646,(MT)
"Apples, Fresh",2021,Production,UY,Uruguay,42300,(MT)
Barley,1998,Domestic Consumption,AF,Afghanistan,14000000,(MT)
Barley,1998,Domestic Consumption,AG,Algeria,70300000,(MT)
Barley,1998,Domestic Consumption,AJ,Azerbaijan,5000,(MT)
Barley,1998,Domestic Consumption,AJ,"Azerbaijan, Republic of",313917000,(MT)
Barley,1998,Domestic Consumption,AL,Albania,24781000,(MT)
Barley,1998,Domestic Consumption,AM,Armenia,70000,(MT)
Barley,1998,Domestic Consumption,AM,"Armenia, Republic of",1327893000,(MT)
Barley,1998,Domestic Consumption,AR,Argentina,183917000,(MT)
Barley,1998,Domestic Consumption,AS,Australia,334000000,(MT)
Barley,1998,Domestic Consumption,BG,Bangladesh,847883000,(MT)
Barley,1998,Domestic Consumption,BK,Bosnia and Herzegovina,1765700000,(MT)
Barley,1998,Domestic Consumption,BL,Bolivia,19507720000,(MT)
Barley,1998,Domestic Consumption,BO,Belarus,523380000,(MT)
Barley,1998,Domestic Consumption,BR,Brazil,1690306000,(MT)
Barley,1998,Domestic Consumption,BT,Bhutan,1000000000,(MT)
Barley,1998,Domestic Consumption,BU,Bulgaria,332000000,(MT)
Barley,1998,Domestic Consumption,CA,Canada,490000000,(MT)
Barley,1998,Domestic Consumption,CH,China,15000,(MT)
Barley,1998,Domestic Consumption,CH,"China, Peoples Republic of",133721000,(MT)
Barley,1998,Domestic Consumption,CI,Chile,2263000000,(MT)
Barley,1998,Domestic Consumption,CO,Colombia,742944000,(MT)
Barley,1998,Domestic Consumption,CY,Cyprus,1617000000,(MT)
Barley,1998,Domestic Consumption,E2,EU-15,1249400000,(MT)
Barley,1998,Domestic Consumption,EC,Ecuador,221113000,(MT)
Barley,1998,Domestic Consumption,EG,Egypt,721600000,(MT)
Barley,1998,Domestic Consumption,EN,Estonia,158045000,(MT)
Barley,1998,Domestic Consumption,ER,Eritrea,148021000,(MT)
Barley,1998,Domestic Consumption,ET,Ethiopia,460000000,(MT)
Barley,1998,Domestic Consumption,EZ,Czech Republic,493800000,(MT)
Barley,1998,Domestic Consumption,GG,Georgia,112000,(MT)
Barley,1998,Domestic Consumption,GG,"Georgia, Republic of",5432378000,(MT)
Barley,1998,Domestic Consumption,HR,Croatia,527479000,(MT)
Barley,1998,Domestic Consumption,HU,Hungary,165300000,(MT)
Barley,1998,Domestic Consumption,IN,India,419000,(MT)
Barley,1998,Domestic Consumption,IR,Iran,3511000,(MT)
Barley,1998,Domestic Consumption,IS,Israel,535000,(MT)
Barley,1998,Domestic Consumption,IZ,Iraq,1400000,(MT)
Barley,1998,Domestic Consumption,JA,Japan,70000,(MT)
Barley,1998,Domestic Consumption,JO,Jordan,4240000,(MT)
Barley,1998,Domestic Consumption,KE,Kenya,13000,(MT)
Barley,1998,Domestic Consumption,KG,Kyrgyzstan,20000,(MT)
Barley,1998,Domestic Consumption,KG,"Kyrgyzstan, Republic of",5000,(MT)
Barley,1998,Domestic Consumption,KS,"Korea, Republic of",5000,(MT)
Barley,1998,Domestic Consumption,KS,"Korea, South",4000,(MT)
Barley,1998,Domestic Consumption,KU,Kuwait,100000,(MT)
Barley,1998,Domestic Consumption,KZ,Kazakhstan,44000,(MT)
Barley,1998,Domestic Consumption,KZ,"Kazakhstan, Republic of",6835000,(MT)
Barley,1998,Domestic Consumption,LE,Lebanon,20000,(MT)
Barley,1998,Domestic Consumption,LH,Lithuania,475000,(MT)
Barley,1998,Domestic Consumption,LO,Slovakia,1405000,(MT)
Barley,1998,Domestic Consumption,LY,Libya,425000,(MT)
Barley,1998,Domestic Consumption,MD,Moldova,19000,(MT)
Barley,1998,Domestic Consumption,MD,"Moldova, Republic of",2656000,(MT)
Barley,1998,Domestic Consumption,MK,Macedonia,31000,(MT)
Barley,1998,Domestic Consumption,MK,"Macedonia, Republic of",750000,(MT)
Barley,1998,Domestic Consumption,MK,North Macedonia,203000,(MT)
Barley,1998,Domestic Consumption,MO,Morocco,117000,(MT)
Barley,1998,Domestic Consumption,MT,Malta,15207000,(MT)
Barley,1998,Domestic Consumption,MX,Mexico,15000,(MT)
Barley,1998,Domestic Consumption,NO,Norway,580000,(MT)
Barley,1998,Domestic Consumption,NP,Nepal,175000,(MT)
Barley,1998,Domestic Consumption,NZ,New Zealand,308000,(MT)
Barley,1998,Domestic Consumption,PE,Peru,411000,(MT)
Barley,1998,Domestic Consumption,PK,Pakistan,2349000,(MT)
Barley,1998,Domestic Consumption,PL,Poland,50000,(MT)
Barley,1998,Domestic Consumption,RH,Zimbabwe,360000,(MT)
Barley,1998,Domestic Consumption,RO,Romania,110000,(MT)
Barley,1998,Domestic Consumption,RS,Russia,20000,(MT)
Barley,1998,Domestic Consumption,RS,Russian Federation,59000,(MT)
Barley,1998,Domestic Consumption,SA,Saudi Arabia,414000,(MT)
Barley,1998,Domestic Consumption,SF,South Africa,5000,(MT)
Barley,1998,Domestic Consumption,SF,"South Africa, Republic of",850000,(MT)
Barley,1998,Domestic Consumption,SI,Slovenia,26000,(MT)
Barley,1998,Domestic Consumption,SR,Serbia and Montenegro,1400000,(MT)
Barley,1998,Domestic Consumption,SY,Syria,2675000,(MT)
Barley,1998,Domestic Consumption,SZ,Switzerland,1680000,(MT)
Barley,1998,Domestic Consumption,TI,Tajikistan,588000,(MT)
Barley,1998,Domestic Consumption,TI,"Tajikistan, Republic of",1333000,(MT)
Barley,1998,Domestic Consumption,TS,Tunisia,464000,(MT)
Barley,1998,Domestic Consumption,TU,Turkey,2570000,(MT)
Barley,1998,Domestic Consumption,TW,Taiwan,1200000,(MT)
Barley,1998,Domestic Consumption,TX,Turkmenistan,454000,(MT)
Barley,1998,Domestic Consumption,UP,Ukraine,1100000,(MT)
Barley,1998,Domestic Consumption,US,United States,229000,(MT)
Barley,1998,Domestic Consumption,UY,Uruguay,134000,(MT)
Barley,1998,Domestic Consumption,UZ,Uzbekistan,5000,(MT)
Barley,1998,Domestic Consumption,UZ,"Uzbekistan, Republic of",134000,(MT)
Barley,1998,Domestic Consumption,YM,Yemen,176000,(MT)
Barley,1998,Exports,AF,Afghanistan,2000000,(MT)
Barley,1998,Exports,AG,Algeria,30000000,(MT)
Barley,1998,Exports,AJ,Azerbaijan,10000,(MT)
Barley,1998,Exports,AJ,"Azerbaijan, Republic of",649523000,(MT)
Barley,1998,Exports,AL,Albania,8000000,(MT)
Barley,1998,Exports,AM,Armenia,120000,(MT)
Barley,1998,Exports,AM,"Armenia, Republic of",1327893000,(MT)
Barley,1998,Exports,AR,Argentina,313987000,(MT)
Barley,1998,Exports,AS,Australia,260300000,(MT)
Barley,1998,Exports,BG,Bangladesh,781430000,(MT)
Barley,1998,Exports,BK,Bosnia and Herzegovina,917300000,(MT)
Barley,1998,Exports,BL,Bolivia,29000000,(MT)
Barley,1998,Exports,BO,Belarus,120000000,(MT)
Barley,1998,Exports,BR,Brazil,1980000000,(MT)
Barley,1998,Exports,BT,Bhutan,1010203000,(MT)
Barley,1998,Exports,BU,Bulgaria,41000000,(MT)
Barley,1998,Exports,CA,Canada,490000000,(MT)
Barley,1998,Exports,CH,"China, Peoples Republic of",503965000,(MT)
Barley,1998,Exports,CI,Chile,792900000,(MT)
Barley,1998,Exports,CO,Colombia,507000000,(MT)
Barley,1998,Exports,CY,Cyprus,1707300000,(MT)
Barley,1998,Exports,E2,EU-15,1424400000,(MT)
Barley,1998,Exports,EC,Ecuador,675000000,(MT)
Barley,1998,Exports,EG,Egypt,210800000,(MT)
Barley,1998,Exports,EN,Estonia,2450000000,(MT)
Barley,1998,Exports,ER,Eritrea,148021000,(MT)
Barley,1998,Exports,ET,Ethiopia,662500000,(MT)
Barley,1998,Exports,EZ,Czech Republic,875000000,(MT)
Barley,1998,Exports,GG,"Georgia, Republic of",5282724000,(MT)
Barley,1998,Exports,HR,Croatia,38874000,(MT)
Barley,1998,Exports,IN,India,240000,(MT)
Barley,1998,Exports,IR,Iran,850000,(MT)
Barley,1998,Exports,IS,Israel,100000,(MT)
Barley,1998,Exports,IZ,Iraq,1475000,(MT)
Barley,1998,Exports,JO,Jordan,2130000,(MT)
Barley,1998,Exports,KE,Kenya,163000,(MT)
Barley,1998,Exports,KG,Kyrgyzstan,31000,(MT)
Barley,1998,Exports,KG,"Kyrgyzstan, Republic of",5000,(MT)
Barley,1998,Exports,KS,"Korea, Republic of",88000,(MT)
Barley,1998,Exports,KS,"Korea, South",4000,(MT)
Barley,1998,Exports,KU,Kuwait,2000,(MT)
Barley,1998,Exports,KZ,Kazakhstan,48000,(MT)
Barley,1998,Exports,KZ,"Kazakhstan, Republic of",60000,(MT)
Barley,1998,Exports,LE,Lebanon,63000,(MT)
Barley,1998,Exports,LG,Latvia,60000,(MT)
Barley,1998,Exports,LH,Lithuania,3000,(MT)
Barley,1998,Exports,LO,Slovakia,1405000,(MT)
Barley,1998,Exports,LY,Libya,50000,(MT)
Barley,1998,Exports,MD,"Moldova, Republic of",2209000,(MT)
Barley,1998,Exports,MK,"Macedonia, Republic of",11336000,(MT)
Barley,1998,Exports,MK,North Macedonia,946000,(MT)
Barley,1998,Exports,MT,Malta,45000,(MT)
Barley,1998,Exports,MX,Mexico,151000,(MT)
Barley,1998,Exports,NO,Norway,308000,(MT)
Barley,1998,Exports,NP,Nepal,175000,(MT)
Barley,1998,Exports,NZ,New Zealand,53000,(MT)
Barley,1998,Exports,PE,Peru,8945000,(MT)
Barley,1998,Exports,PK,Pakistan,12408000,(MT)
Barley,1998,Exports,PL,Poland,50000,(MT)
Barley,1998,Exports,RH,Zimbabwe,11000,(MT)
Barley,1998,Exports,RO,Romania,60000,(MT)
Barley,1998,Exports,RS,Russia,203000,(MT)
Barley,1998,Exports,RS,Russian Federation,57000,(MT)
Barley,1998,Exports,SA,Saudi Arabia,293000,(MT)
Barley,1998,Exports,SF,South Africa,15000,(MT)
Barley,1998,Exports,SF,"South Africa, Republic of",1642000,(MT)
Barley,1998,Exports,SI,Slovenia,373000,(MT)
Barley,1998,Exports,SR,Serbia and Montenegro,2000,(MT)
Barley,1998,Exports,SZ,Switzerland,300000,(MT)
Barley,1998,Exports,TC,United Arab Emirates,90000,(MT)
Barley,1998,Exports,TI,Tajikistan,250000,(MT)
Barley,1998,Exports,TI,"Tajikistan, Republic of",8000,(MT)
Barley,1998,Exports,TS,Tunisia,710000,(MT)
Barley,1998,Exports,TU,Turkey,1660000,(MT)
Barley,1998,Exports,TW,Taiwan,1200000,(MT)
Barley,1998,Exports,TX,Turkmenistan,1000,(MT)
Barley,1998,Exports,UP,Ukraine,1693000,(MT)
Barley,1998,Exports,US,United States,157000,(MT)
Barley,1998,Exports,UY,Uruguay,134000,(MT)
Barley,1998,Exports,YM,Yemen,335000,(MT)
Barley,1998,Imports,AF,Afghanistan,19123000,(MT)
Barley,1998,Imports,AG,Algeria,2000000,(MT)
Barley,1998,Imports,AJ,"Azerbaijan, Republic of",781430000,(MT)
Barley,1998,Imports,AL,Albania,8340000,(MT)
Barley,1998,Imports,AM,"Armenia, Republic of",334000000,(MT)
Barley,1998,Imports,AR,Argentina,235884000,(MT)
Barley,1998,Imports,AS,Australia,612300000,(MT)
Barley,1998,Imports,BG,Bangladesh,64000000,(MT)
Barley,1998,Imports,BK,Bosnia and Herzegovina,630600000,(MT)
Barley,1998,Imports,BL,Bolivia,19507720000,(MT)
Barley,1998,Imports,BO,Belarus,523380000,(MT)
Barley,1998,Imports,BR,Brazil,2621021000,(MT)
Barley,1998,Imports,BT,Bhutan,10000000,(MT)
Barley,1998,Imports,BU,Bulgaria,343000000,(MT)
Barley,1998,Imports,CA,Canada,2200000000,(MT)
Barley,1998,Imports,CH,China,10000,(MT)
Barley,1998,Imports,CH,"China, Peoples Republic of",457000000,(MT)
Barley,1998,Imports,CI,Chile,879350000,(MT)
Barley,1998,Imports,CO,Colombia,113479000,(MT)
Barley,1998,Imports,CY,Cyprus,70000000,(MT)
Barley,1998,Imports,E2,EU-15,5500000,(MT)
Barley,1998,Imports,EC,Ecuador,675000000,(MT)
Barley,1998,Imports,EG,Egypt,932400000,(MT)
Barley,1998,Imports,EN,Estonia,2454866000,(MT)
Barley,1998,Imports,ER,Eritrea,148264000,(MT)
Barley,1998,Imports,ET,Ethiopia,5282724000,(MT)
Barley,1998,Imports,EZ,Czech Republic,675000000,(MT)
Barley,1998,Imports,GG,"Georgia, Republic of",412630000,(MT)
Barley,1998,Imports,HR,Croatia,42648000,(MT)
Barley,1998,Imports,HU,Hungary,240000,(MT)
Barley,1998,Imports,IN,India,10000,(MT)
Barley,1998,Imports,IR,Iran,3731000,(MT)
Barley,1998,Imports,IS,Israel,742000,(MT)
Barley,1998,Imports,IZ,Iraq,759000,(MT)
Barley,1998,Imports,JO,Jordan,4241000,(MT)
Barley,1998,Imports,KE,Kenya,5000,(MT)
Barley,1998,Imports,KG,"Kyrgyzstan, Republic of",1000,(MT)
Barley,1998,Imports,KS,"Korea, Republic of",88000,(MT)
Barley,1998,Imports,KS,"Korea, South",45000,(MT)
Barley,1998,Imports,KU,Kuwait,1811000,(MT)
Barley,1998,Imports,KZ,Kazakhstan,4000,(MT)
Barley,1998,Imports,KZ,"Kazakhstan, Republic of",13000,(MT)
Barley,1998,Imports,LE,Lebanon,44000,(MT)
Barley,1998,Imports,LG,Latvia,60000,(MT)
Barley,1998,Imports,LH,Lithuania,747000,(MT)
Barley,1998,Imports,LO,Slovakia,26000,(MT)
Barley,1998,Imports,LY,Libya,310000,(MT)
Barley,1998,Imports,MD,Moldova,23000,(MT)
Barley,1998,Imports,MD,"Moldova, Republic of",5378000,(MT)
Barley,1998,Imports,MK,Macedonia,31000,(MT)
Barley,1998,Imports,MK,"Macedonia, Republic of",4272000,(MT)
Barley,1998,Imports,MK,North Macedonia,38837000,(MT)
Barley,1998,Imports,MO,Morocco,97000,(MT)
Barley,1998,Imports,MT,Malta,15207000,(MT)
Barley,1998,Imports,MX,Mexico,904000,(MT)
Barley,1998,Imports,NO,Norway,719000,(MT)
Barley,1998,Imports,NP,Nepal,58000,(MT)
Barley,1998,Imports,NZ,New Zealand,200000,(MT)
Barley,1998,Imports,PE,Peru,64395000,(MT)
Barley,1998,Imports,PK,Pakistan,13733000,(MT)
Barley,1998,Imports,PL,Poland,1000,(MT)
Barley,1998,Imports,RH,Zimbabwe,360000,(MT)
Barley,1998,Imports,RO,Romania,170000,(MT)
Barley,1998,Imports,RS,Russia,197000,(MT)
Barley,1998,Imports,RS,Russian Federation,3000,(MT)
Barley,1998,Imports,SA,Saudi Arabia,414000,(MT)
Barley,1998,Imports,SF,South Africa,52000,(MT)
Barley,1998,Imports,SF,"South Africa, Republic of",757000,(MT)
Barley,1998,Imports,SI,Slovenia,1252000,(MT)
Barley,1998,Imports,SR,Serbia and Montenegro,1405000,(MT)
Barley,1998,Imports,SY,Syria,376000,(MT)
Barley,1998,Imports,SZ,Switzerland,1700000,(MT)
Barley,1998,Imports,TC,United Arab Emirates,90000,(MT)
Barley,1998,Imports,TI,Tajikistan,805000,(MT)
Barley,1998,Imports,TI,"Tajikistan, Republic of",464000,(MT)
Barley,1998,Imports,TS,Tunisia,766000,(MT)
Barley,1998,Imports,TU,Turkey,34000,(MT)
Barley,1998,Imports,TW,Taiwan,600000,(MT)
Barley,1998,Imports,TX,Turkmenistan,593000,(MT)
Barley,1998,Imports,UP,Ukraine,1000,(MT)
Barley,1998,Imports,US,United States,41000,(MT)
Barley,1998,Imports,UZ,Uzbekistan,5000,(MT)
Barley,1998,Imports,UZ,"Uzbekistan, Republic of",165000,(MT)
Barley,1998,Imports,YM,Yemen,174000,(MT)
Barley,1998,Production,AF,Afghanistan,56763650,(MT)
Barley,1998,Production,AG,Algeria,45468650,(MT)
Barley,1998,Production,AJ,Azerbaijan,15549450,(MT)
Barley,1998,Production,AJ,"Azerbaijan, Republic of",649523000,(MT)
Barley,1998,Production,AL,Albania,2510000000,(MT)
Barley,1998,Production,AM,Armenia,195780000,(MT)
Barley,1998,Production,AM,"Armenia, Republic of",32630000,(MT)
Barley,1998,Production,AR,Argentina,313987000,(MT)
Barley,1998,Production,AS,Australia,170000000,(MT)
Barley,1998,Production,BG,Bangladesh,239993650,(MT)
Barley,1998,Production,BK,Bosnia and Herzegovina,300000000,(MT)
Barley,1998,Production,BL,Bolivia,12550000,(MT)
Barley,1998,Production,BO,Belarus,368380000,(MT)
Barley,1998,Production,BR,Brazil,1100000000,(MT)
Barley,1998,Production,BT,Bhutan,1010000000,(MT)
Barley,1998,Production,BU,Bulgaria,343000000,(MT)
Barley,1998,Production,CA,Canada,520000000,(MT)
Barley,1998,Production,CH,China,62750000,(MT)
Barley,1998,Production,CH,"China, Peoples Republic of",503965000,(MT)
Barley,1998,Production,CI,Chile,3890500000,(MT)
Barley,1998,Production,CO,Colombia,487384000,(MT)
Barley,1998,Production,CY,Cyprus,1687000000,(MT)
Barley,1998,Production,E2,EU-15,100400000,(MT)
Barley,1998,Production,EC,Ecuador,12550000000,(MT)
Barley,1998,Production,EG,Egypt,932400000,(MT)
Barley,1998,Production,EN,Estonia,371480000,(MT)
Barley,1998,Production,ER,Eritrea,175700000,(MT)
Barley,1998,Production,ET,Ethiopia,662500000,(MT)
Barley,1998,Production,EZ,Czech Republic,6000000,(MT)
Barley,1998,Production,GG,Georgia,1779364100,(MT)
Barley,1998,Production,GG,"Georgia, Republic of",510785000,(MT)
Barley,1998,Production,HR,Croatia,63659000,(MT)
Barley,1998,Production,HU,Hungary,330065000,(MT)
Barley,1998,Production,IN,India,311001550000,(MT)
Barley,1998,Production,IR,Iran,882265000,(MT)
Barley,1998,Production,IS,Israel,12550000,(MT)
Barley,1998,Production,IZ,Iraq,9056080000,(MT)
Barley,1998,Production,JA,Japan,173190000,(MT)
Barley,1998,Production,JO,Jordan,12550000,(MT)
Barley,1998,Production,KE,Kenya,25100000,(MT)
Barley,1998,Production,KG,Kyrgyzstan,760530000,(MT)
Barley,1998,Production,KG,"Kyrgyzstan, Republic of",188250000,(MT)
Barley,1998,Production,KS,"Korea, Republic of",150600000,(MT)
Barley,1998,Production,KS,"Korea, South",564750000,(MT)
Barley,1998,Production,KU,Kuwait,188250000,(MT)
Barley,1998,Production,KZ,Kazakhstan,1097133550,(MT)
Barley,1998,Production,KZ,"Kazakhstan, Republic of",2510000,(MT)
Barley,1998,Production,LE,Lebanon,8471250000.000001,(MT)
Barley,1998,Production,LG,Latvia,979113350,(MT)
Barley,1998,Production,LH,Lithuania,2308158350,(MT)
Barley,1998,Production,LO,Slovakia,331345100,(MT)
Barley,1998,Production,LY,Libya,522782800,(MT)
Barley,1998,Production,MD,Moldova,1857663550,(MT)
Barley,1998,Production,MD,"Moldova, Republic of",3940536850,(MT)
Barley,1998,Production,MK,Macedonia,1857663550,(MT)
Barley,1998,Production,MK,"Macedonia, Republic of",2459000,(MT)
Barley,1998,Production,MK,North Macedonia,882265000000,(MT)
Barley,1998,Production,MO,Morocco,16516239250,(MT)
Barley,1998,Production,MT,Malta,2960344200,(MT)
Barley,1998,Production,MX,Mexico,3940536850,(MT)
Barley,1998,Production,NO,Norway,4143658600,(MT)
Barley,1998,Production,NP,Nepal,2255523650,(MT)
Barley,1998,Production,NZ,New Zealand,10265874900,(MT)
Barley,1998,Production,PE,Peru,14909400000,(MT)
Barley,1998,Production,PK,Pakistan,148817900,(MT)
Barley,1998,Production,PL,Poland,16516239250,(MT)
Barley,1998,Production,RH,Zimbabwe,7684365000,(MT)
Barley,1998,Production,RO,Romania,16665057150,(MT)
Barley,1998,Production,RS,Russia,2074515000,(MT)
Barley,1998,Production,RS,Russian Federation,16665057150,(MT)
Barley,1998,Production,SA,Saudi Arabia,11701620000,(MT)
Barley,1998,Production,SF,South Africa,122751550,(MT)
Barley,1998,Production,SF,"South Africa, Republic of",1989175000,(MT)
Barley,1998,Production,SI,Slovenia,1871179900,(MT)
Barley,1998,Production,SR,Serbia and Montenegro,4191700000,(MT)
Barley,1998,Production,SY,Syria,8471250000.000001,(MT)
Barley,1998,Production,TC,United Arab Emirates,2635500000,(MT)
Barley,1998,Production,TI,"Tajikistan, Republic of",4191700000,(MT)
Barley,1998,Production,TS,Tunisia,4191700000,(MT)
Barley,1998,Production,TU,Turkey,85000,(MT)
Barley,1998,Production,TW,Taiwan,4191700000,(MT)
Barley,1998,Production,TX,Turkmenistan,2284100000,(MT)
Barley,1998,Production,UP,Ukraine,740450000,(MT)
Barley,1998,Production,US,United States,2434700000,(MT)
Barley,1998,Production,UY,Uruguay,2133500000.0000002,(MT)
Barley,1998,Production,UZ,"Uzbekistan, Republic of",3266765000,(MT)
Barley,1998,Production,YM,Yemen,5550865000,(MT)
Barley,2021,Domestic Consumption,AF,Afghanistan,59330000,(MT)
Barley,2021,Domestic Consumption,AG,Algeria,7000000,(MT)
Barley,2021,Domestic Consumption,AJ,Azerbaijan,1750000,(MT)
Barley,2021,Domestic Consumption,AL,Albania,14800000,(MT)
Barley,2021,Domestic Consumption,AM,Armenia,2527000,(MT)
Barley,2021,Domestic Consumption,AR,Argentina,71334000,(MT)
Barley,2021,Domestic Consumption,AS,Australia,56129000,(MT)
Barley,2021,Domestic Consumption,BG,Bangladesh,24815000,(MT)
Barley,2021,Domestic Consumption,BK,Bosnia and Herzegovina,44000000,(MT)
Barley,2021,Domestic Consumption,BL,Bolivia,2811000,(MT)
Barley,2021,Domestic Consumption,BO,Belarus,7600000,(MT)
Barley,2021,Domestic Consumption,BR,Brazil,7727000,(MT)
Barley,2021,Domestic Consumption,BT,Bhutan,2800000,(MT)
Barley,2021,Domestic Consumption,CA,Canada,6200000,(MT)
Barley,2021,Domestic Consumption,CH,China,5100000,(MT)
Barley,2021,Domestic Consumption,CI,Chile,11314000,(MT)
Barley,2021,Domestic Consumption,CO,Colombia,73000000,(MT)
Barley,2021,Domestic Consumption,E4,European Union,54600000,(MT)
Barley,2021,Domestic Consumption,EC,Ecuador,29000000,(MT)
Barley,2021,Domestic Consumption,EG,Egypt,8001000,(MT)
Barley,2021,Domestic Consumption,ER,Eritrea,5368000,(MT)
Barley,2021,Domestic Consumption,ET,Ethiopia,7935000,(MT)
Barley,2021,Domestic Consumption,GG,Georgia,13433000,(MT)
Barley,2021,Domestic Consumption,IN,India,18920000,(MT)
Barley,2021,Domestic Consumption,IR,Iran,19795000,(MT)
Barley,2021,Domestic Consumption,IS,Israel,730000,(MT)
Barley,2021,Domestic Consumption,IZ,Iraq,19180000,(MT)
Barley,2021,Domestic Consumption,JA,Japan,1161000,(MT)
Barley,2021,Domestic Consumption,JO,Jordan,5476000,(MT)
